Rk,Gtm,Date,,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,number,Umpire,Pitchers-Used-Rest-GameScore-Dec
74,74,Jun 16(2),@,MIN,L7-8,8.0,14,8,8,0,3,7,3,1,4.36,41,150,99,4,1,0,0,37,4,0,0,0,0,0,1,6,Junior Valentine,J.Estes (5-19) T.McFarland (3) L.Erceg (1) S.Alexander (1) A.Adams (1) D.Jiménez (1-L)
75,75,Jun 18,,KCR,W7-5,9.0,7,5,3,2,3,7,1,0,4.34,38,154,100,1,0,0,0,35,1,1,0,0,0,1,0,6,James Hoye,H.Harris (5-52-W) V.Nittoli (1) A.Adams (1) L.Erceg (1) S.Alexander (1-H) M.Miller (3-Sv)
76,76,Jun 19,,KCR,W5-1,9.0,8,1,1,0,3,7,0,0,4.30,36,137,90,1,0,0,0,33,3,0,0,0,0,0,1,5,Rob Drake,L.Medina (5-54-W) T.McFarland (2-H) D.Jiménez (2-H) A.Adams (0-H) M.Miller (0)
77,77,Jun 20,,KCR,L2-3,9.0,7,3,3,0,1,9,3,0,4.28,35,136,90,0,0,0,0,34,2,0,0,0,0,0,0,3,D.J. Reyburn,M.Spence (5-58) V.Nittoli (1-L) T.McFarland (0)
78,78,Jun 21,,MIN,W6-5,9.0,10,5,5,0,3,3,2,0,4.29,39,126,87,3,0,0,1,36,2,0,0,0,0,0,0,5,Stu Scheurwater,J.Estes (4-54) A.Adams (1-BSv) L.Erceg (2) S.Newcomb (7-W) M.Miller (1-Sv)
79,79,Jun 22,,MIN,L2-10,9.0,16,10,10,0,4,9,1,4,4.36,50,197,127,4,1,0,0,42,6,0,0,0,0,1,2,4,Dan Merzel,J.Sears (5-5-L) O.Bido (44) T.McFarland (1) S.Newcomb (0)
80,80,Jun 23,,MIN,L0-3,9.0,6,3,3,0,2,6,1,1,4.35,33,119,77,2,1,0,1,30,1,0,0,0,0,0,1,4,Jordan Baker,H.Harris (4-50-L) A.Adams (1) L.Erceg (1) S.Alexander (4)
81,81,Jun 24,@,LAA,L1-5,8.0,9,5,5,0,4,6,1,1,4.36,36,144,86,0,0,0,1,30,3,0,0,0,1,0,1,2,Alan Porter,L.Medina (4-35-L) A.Brooks (22)
82,82,Jun 25,@,LAA,L5-7,8.0,9,7,7,0,4,7,2,1,4.40,37,115,72,2,0,1,1,32,3,0,1,0,0,0,0,4,Ryan Blakney,M.Spence (4-33-L) T.McFarland (2) S.Newcomb (2) S.Alexander (1)
83,83,Jun 26,@,LAA,L2-5,8.0,7,5,5,0,3,12,0,2,4.41,36,132,93,3,3,0,0,31,4,0,1,0,0,0,0,5,John Bacon,J.Estes (4-61-L) A.Adams (2-BSv) T.McFarland (0) L.Erceg (2) M.Miller (4)
84,84,Jun 28,@,ARI,W9-4,9.0,7,4,4,0,2,9,1,1,4.41,37,132,89,2,0,0,0,33,3,0,0,1,0,0,0,5,Alex Tosi,J.Sears (5-55) S.Alexander (2-W) L.Erceg (1-H) T.McFarland (1-H) M.Miller (1)
85,85,Jun 29,@,ARI,L0-3,8.0,12,3,3,0,4,5,0,1,4.40,39,135,79,2,0,0,0,34,3,0,1,0,0,0,2,2,Adam Hamari,H.Harris (5-30-L) O.Bido (6)
86,86,Jun 30,@,ARI,L1-5,8.0,8,5,5,0,6,5,0,2,4.41,38,132,83,3,3,0,0,29,4,0,2,1,0,0,1,4,Brian Walsh,L.Medina (5-62) T.McFarland (1-L) A.Adams (3) S.Newcomb (4)
87,87,Jul 2,,LAA,W7-5,9.0,11,5,5,0,3,9,0,0,4.42,39,160,98,3,2,1,0,35,2,0,0,0,1,0,2,5,Junior Valentine,M.Spence (6-56-W) T.Ferguson (32-H) S.Alexander (3) L.Erceg (3) M.Miller (3)
