Rk,Gtm,Date,,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,number,Umpire,Pitchers-Used-Rest-GameScore-Dec
48,48,May 19,@,TOR,L2-5,8.0,7,5,4,1,4,8,1,1,4.29,34,134,78,2,2,0,0,28,3,0,0,1,0,1,3,3,Stu Scheurwater,A.Civale (4-37-L) M.Rodríguez (1) P.Maton (3)
49,49,May 20,,BOS,L0-5,9.0,7,5,5,0,0,10,2,0,4.31,34,119,80,0,0,1,0,34,1,1,0,0,0,0,0,3,Edwin Moscoso,T.Bradley (4-55-L) R.Lovelady (7) E.Ramírez (1)
50,50,May 21,,BOS,L2-5,9.0,7,5,5,0,3,10,2,0,4.32,36,127,88,1,0,4,0,33,0,0,1,0,0,0,0,5,Vic Carapazza,Z.Littell (4-61) G.Cleavinger (2) K.Kelly (4) J.Adam (2-L) E.Ramírez (0)
51,51,May 22,,BOS,L5-8,9.0,8,8,7,1,4,8,1,1,4.38,40,141,92,4,4,0,0,35,1,0,0,0,0,1,1,6,Adam Hamari,R.Pepiot (16-45) R.Lovelady (1-L) K.Kelly (0) P.Maton (2) S.Armstrong (6) P.Fairbanks (4)
52,52,May 24,,KCR,L1-8,9.0,12,8,8,0,4,8,2,2,4.45,43,155,104,0,0,3,1,37,2,0,0,0,0,0,0,4,Lance Barksdale,S.Armstrong (1-59) T.Alexander (6-L) P.Maton (1) R.Lovelady (1)
53,53,May 25,,KCR,L4-7,11.0,11,7,5,2,6,6,1,1,4.44,47,167,112,5,1,1,0,37,3,0,1,1,2,0,2,8,Nic Lentz,A.Civale (5-55) P.Maton (0) G.Cleavinger (3) J.Adam (3) P.Fairbanks (2) K.Kelly (2) R.Lovelady (0-L) C.Devenski (30)
54,54,May 26,,KCR,W4-1,9.0,7,1,1,0,4,8,1,1,4.37,38,149,99,0,0,0,0,33,1,0,0,0,0,0,0,5,Quinn Wolcott,T.Bradley (5-68) S.Armstrong (1) G.Cleavinger (0-W) K.Kelly (0-H) P.Fairbanks (0-Sv)
55,55,May 28,,OAK,L0-3,9.0,6,3,3,0,4,11,1,1,4.35,36,134,88,0,0,1,0,31,0,0,0,0,0,0,2,3,Brennan Miller,Z.Littell (6-61-L) C.Devenski (2) J.Adam (2)
56,56,May 29,,OAK,W4-3,9.0,6,3,2,1,1,10,0,0,4.31,34,148,101,2,1,0,0,32,2,1,0,0,1,1,0,5,Brian O'Nora,R.Pepiot (6-61) K.Kelly (2) G.Cleavinger (2) J.Adam (0-BSv) P.Fairbanks (2-W)
57,57,May 30,,OAK,W6-5,12.0,11,5,4,1,2,14,1,0,4.28,48,171,119,1,0,2,0,45,5,0,2,1,0,0,1,7,Chris Conroy,S.Armstrong (3-53) T.Alexander (5) K.Kelly (0) P.Maton (4) P.Fairbanks (0) G.Cleavinger (0) R.Lovelady (4-W)
58,58,May 31,@,BAL,L1-3,8.0,11,3,3,0,3,6,0,0,4.26,38,147,95,3,3,0,0,35,2,0,1,0,0,0,0,4,Ryan Wills,A.Civale (5-54) R.Lovelady (0-BL) P.Maton (0) J.Sterner (99)
59,59,Jun 1,@,BAL,L5-9,8.0,10,9,9,0,3,7,4,0,4.35,37,140,94,0,0,0,0,33,1,0,0,0,1,0,0,3,Chad Fairchild,T.Bradley (5-6-L) C.Devenski (3) K.Kelly (1)
60,60,Jun 2,@,BAL,W4-3,9.0,15,3,3,0,2,4,1,1,4.33,43,137,92,0,0,1,0,40,1,0,0,0,0,0,2,4,Paul Clemons,Z.Littell (4-39) S.Armstrong (2-W) G.Cleavinger (2-H) P.Fairbanks (2-Sv)
61,61,Jun 4,@,MIA,W9-5,9.0,12,5,4,1,0,12,1,0,4.32,40,151,102,3,0,0,0,39,1,1,0,0,1,1,0,4,Nestor Ceja,R.Pepiot (5-56-W) J.Sterner (3) P.Maton (3) P.Fairbanks (1-Sv)
62,62,Jun 5,@,MIA,W5-3,9.0,7,3,3,0,0,6,0,1,4.30,35,110,82,0,0,0,0,34,1,0,0,0,0,0,0,6,Manny Gonzalez,Z.Eflin (17-51) S.Armstrong (2) R.Lovelady (4-W) J.Adam (6-H) G.Cleavinger (2-H) P.Fairbanks (0-Sv)
63,63,Jun 7,,BAL,L3-6,9.0,9,6,6,0,1,13,3,1,4.33,38,155,105,0,0,0,0,36,2,0,0,0,0,0,0,4,Brennan Miller,A.Civale (6-44-L) R.Lovelady (1) C.Devenski (5) K.Kelly (5)
64,64,Jun 8,,BAL,L0-5,9.0,9,5,5,0,6,11,2,0,4.34,42,206,128,2,0,2,0,36,2,1,0,0,0,0,0,6,Derek Thomas,T.Bradley (6-63-L) S.Armstrong (2) C.Poche (45) J.Adam (2) P.Maton (3) K.Kelly (0)
65,65,Jun 9,,BAL,L2-9,9.0,13,9,9,0,3,4,2,0,4.41,43,164,104,0,0,1,0,40,2,3,0,0,0,0,0,4,Brian O'Nora,Z.Littell (6-48-L) G.Cleavinger (3) P.Maton (0) P.Fairbanks (3)
66,66,Jun 10,,BAL,L2-5,9.0,11,5,5,0,1,14,2,0,4.42,38,147,108,0,0,1,0,37,2,0,0,0,0,0,1,4,Chris Conroy,R.Pepiot (5-47-L) K.Kelly (1) C.Poche (1) C.Devenski (2)
67,67,Jun 11,,CHC,W5-2,9.0,10,2,2,0,1,8,1,0,4.38,38,127,86,2,1,1,0,37,1,0,0,0,0,0,0,5,CB Bucknor,Z.Eflin (5-50) G.Cleavinger (1) S.Armstrong (2) J.Adam (2) C.Devenski (0-W)
68,68,Jun 12,,CHC,L3-4,9.0,9,4,4,0,2,8,2,2,4.38,40,144,88,2,1,6,0,36,0,0,0,0,0,0,0,5,Adam Beck,A.Civale (4-60) K.Kelly (1-H) G.Cleavinger (0-BL) P.Maton (2) C.Poche (1)
69,69,Jun 13,,CHC,W3-2,9.0,3,2,0,2,3,11,0,0,4.31,33,124,79,0,0,1,0,28,0,0,0,2,0,0,1,3,Dan Iassogna,T.Bradley (4-76-W) C.Poche (0-H) P.Fairbanks (3-Sv)
70,70,Jun 14,@,ATL,L3-7,8.0,12,7,6,1,1,8,2,1,4.35,40,165,110,0,0,1,0,38,4,0,0,0,0,2,0,5,David Rackley,Z.Littell (4-15-L) K.Kelly (1) P.Maton (1) C.Devenski (2) J.Adam (2)
71,71,Jun 15,@,ATL,L2-9,8.0,11,9,9,0,5,6,4,0,4.42,39,151,90,0,0,0,0,33,0,0,0,0,1,0,0,4,Nate Tomlinson,R.Pepiot (4-33-L) S.Armstrong (3) G.Cleavinger (2) P.Fairbanks (1)
72,72,Jun 16,@,ATL,W8-6,9.0,9,6,5,1,2,12,3,0,4.43,38,142,98,2,0,0,0,36,1,0,0,0,0,1,1,5,Chris Segal,Z.Eflin (4-47) K.Kelly (1-H) C.Poche (2-H) J.Adam (1-BW) P.Fairbanks (0-Sv)
73,73,Jun 18,@,MIN,L6-7,8.2,13,7,7,0,3,11,1,0,4.46,42,170,105,3,1,2,0,38,4,0,0,0,1,0,0,8,Vic Carapazza,A.Civale (5-34) K.Kelly (1) S.Armstrong (2-BSv) C.Poche (1) G.Cleavinger (2) J.Adam (1) P.Fairbanks (1-L) P.Maton (3)
74,74,Jun 19,@,MIN,W3-2,10.0,9,2,2,0,3,7,1,0,4.42,41,152,99,0,0,0,0,38,2,0,1,0,0,0,1,5,Alex Tosi,T.Bradley (5-51) C.Poche (0) K.Kelly (0) J.Adam (0-W) P.Maton (0-Sv)
75,75,Jun 20,@,MIN,W7-6,10.0,10,6,6,0,4,10,3,0,4.44,42,180,115,4,2,1,0,38,3,0,0,0,0,0,1,6,Adam Hamari,Z.Littell (5-52) S.Armstrong (1) G.Cleavinger (1-H) K.Kelly (0-H) C.Devenski (5) P.Fairbanks (1-BW)
76,76,Jun 21,@,PIT,W10-3,9.0,5,3,3,0,4,6,1,1,4.42,35,133,78,3,0,0,0,30,1,0,0,0,0,0,2,4,Lance Barrett,R.Pepiot (5-45) C.Poche (1-W) P.Maton (1) C.Devenski (0)
77,77,Jun 22,@,PIT,L3-4,8.0,5,4,4,0,1,8,1,0,4.42,30,105,73,0,0,0,0,29,0,1,0,0,0,0,0,2,Emil Jimenez,Z.Eflin (5-56-L) G.Cleavinger (1)
78,78,Jun 23,@,PIT,W3-1,9.0,3,1,1,0,4,5,1,0,4.38,33,114,72,0,0,1,0,29,0,0,0,0,0,0,1,5,Roberto Ortiz,A.Civale (4-59) G.Cleavinger (0) K.Kelly (2-W) J.Adam (3-H) P.Fairbanks (2-Sv)
79,79,Jun 24,,SEA,W4-3,9.0,3,3,3,0,7,14,2,0,4.36,37,166,105,3,0,1,0,30,0,0,0,0,0,0,0,5,Sean Barber,T.Bradley (4-64) C.Poche (2) C.Devenski (2) P.Maton (2-W) P.Fairbanks (0-Sv)
80,80,Jun 25,,SEA,W11-3,9.0,6,3,3,0,1,11,2,0,4.34,33,131,90,0,0,0,0,32,1,0,0,0,0,0,1,4,Charlie Ramos,Z.Littell (4-56) G.Cleavinger (1-W) P.Maton (0) E.Uceta (47)
