Name,Age,G,GS,CG,Inn,Ch,PO,A,E,DP,Fldpct,Rtot,Rtot-yr,Rdrs,Rdrs-yr,Rgood,RF-9,RF-G,PB,WP,SB,CS,CSpct,lgCSpct,PO,Pos-Summary,Name-additional
Ronny Henriquez,24,16,1,0,19.1,5,0,5,0,0,1,,,2,21,0,2.33,0.31,,,1,0,0.00,0.22,2,P,henriro01
Cole Irvin,30,4,0,0,3.2,1,0,1,0,0,1,,,0,0,0,2.45,0.25,,,0,0,,,0,P,irvinco01
Jay Jackson,36,20,0,0,26.1,4,2,2,0,0,1,,,0,0,0,1.37,0.2,,,3,1,0.25,0.22,0,P,jacksja01
Griffin Jax,29,72,0,0,71,10,4,6,0,0,1,,,1,3,0,1.27,0.14,,,3,1,0.25,0.22,1,P,jaxgr01
Ryan Jeffers,27,86,81,76,720.1,786,749,31,6,0,0.992,-3,-5,-4,-7,-1,9.75,6.5,3,28,59,12,0.17,0.22,0,C-DH,jeffery01
Edouard Julien,25,90,71,47,624.1,258,87,166,5,25,0.981,-8,-15,-6,-12,0,3.65,2.69,,,,,,,,2B-1B-DH,julieed01
DaShawn Keirsey,27,6,4,3,36,6,5,1,0,0,1,0,1,0,0,0,1.5,1,,,,,,,,CF-LF,keirsda01
Max Kepler,31,103,88,84,806.1,176,172,4,0,1,1,0,0,0,0,0,1.96,1.69,,,,,,,,RF-DH,keplema01
Alex Kirilloff,26,41,35,13,274.1,98,94,4,0,2,1,-1,-5,-4,-17,1,3.22,1.72,,,,,,,,LF-1B-RF-DH,kirilal01
Trevor Larnach,27,57,52,27,429,91,91,0,0,0,1,2,7,0,0,1,1.91,0.8,,,,,,,,LF-RF-DH,larnatr01
Brooks Lee,23,47,40,35,371,130,48,78,4,9,0.969,-1,-3,1,3,1,3.06,2.38,,,,,,,,SS-3B-2B-DH,leebr02
Royce Lewis,25,52,50,44,419.2,132,42,83,7,7,0.947,-3,-9,-2,-6,0,2.68,1.54,,,,,,,,3B-2B-DH,lewisro02
Pablo López,28,32,32,0,185.1,25,11,13,1,1,0.96,,,-2,-2,0,1.17,0.75,,,11,1,0.08,0.22,0,P,lopezpa01
Manuel Margot,29,113,68,38,688.1,166,163,0,3,0,0.982,3,4,-3,-5,0,2.13,1.18,,,,,,,,LF-RF-CF-DH,margoma01
Austin Martin,25,82,68,42,612,160,139,20,1,3,0.994,-9,-17,-13,-25,-1,2.34,1.57,,,,,,,,CF-LF-2B-DH,martiau01
Zebby Matthews,24,9,9,0,37.2,10,4,5,1,0,0.9,,,0,0,0,2.15,1,,,1,0,0.00,0.22,0,P,matthze01
José Miranda,26,91,86,61,723.2,240,128,106,6,15,0.975,-3,-4,1,2,0,2.91,1.97,,,,,,,,3B-1B-SS-DH,miranjo01
Bailey Ober,28,31,31,1,178.2,29,11,17,1,0,0.966,,,3,3,0,1.41,0.9,,,3,2,0.40,0.22,1,P,oberba01
Steven Okert,32,44,1,0,35.1,7,1,6,0,0,1,,,0,0,0,1.78,0.16,,,6,1,0.14,0.22,1,P,okertst01
Chris Paddack,28,17,17,0,88.1,13,5,8,0,0,1,,,-2,-5,0,1.32,0.76,,,3,1,0.25,0.22,0,P,paddach01
Trevor Richards,31,10,0,0,13,2,1,0,1,0,0.5,,,-1,-15,0,0.69,0.1,,,4,0,0.00,0.22,0,P,richatr01
Joe Ryan,28,23,23,0,135,21,10,9,2,0,0.905,,,-3,-4,-1,1.27,0.83,,,11,2,0.15,0.22,0,P,ryanjo04
Cole Sands,26,62,0,0,71.1,10,5,4,1,0,0.9,,,-1,-3,0,1.14,0.15,,,6,2,0.25,0.22,0,P,sandsco01
Carlos Santana,38,146,139,135,1250,1094,998,92,4,67,0.996,10,10,8,8,1,7.85,7.32,,,,,,,,1B-DH,santaca01
Josh Staumont,30,25,0,0,24.1,3,1,2,0,0,1,,,0,0,0,1.11,0.12,,,2,1,0.33,0.22,0,P,staumjo01
Brock Stewart,32,16,0,0,15.2,3,1,2,0,1,1,,,0,0,0,1.72,0.19,,,2,0,0.00,0.22,1,P,stewabr01
Caleb Thielbar,37,59,0,0,47.1,7,1,5,1,0,0.857,,,-1,-4,0,1.14,0.1,,,7,1,0.13,0.22,0,P,thielca01
Michael Tonkin,34,13,0,0,16.1,4,3,1,0,0,1,,,-2,-24,0,2.2,0.31,,,4,0,0.00,0.22,0,P,tonkimi01
Justin Topa,33,3,0,0,2.1,2,1,1,0,0,1,,,0,0,0,7.71,0.67,,,0,0,,,0,P,topaju01
Louie Varland,26,16,7,0,49.2,7,2,4,1,0,0.857,,,2,8,0,1.09,0.38,,,1,0,0.00,0.22,0,P,varlalo01
Christian Vázquez,33,89,82,75,731.1,806,773,29,4,2,0.995,1,2,7,11,0,9.87,8.62,1,19,53,10,0.16,0.22,1,C-3B-1B-DH,vazquch01
Matt Wallner,26,58,49,33,425.1,113,109,4,0,1,1,-2,-5,0,0,1,2.39,1.55,,,0,0,,,0,RF-LF-P-DH,wallnma01
Josh Winder,27,4,0,0,9,1,1,0,0,0,1,,,-1,-22,0,1,0.25,,,0,0,,,0,P,windejo01
Simeon Woods Richardson,23,28,28,0,133.2,21,11,7,3,2,0.857,,,-2,-3,0,1.21,0.64,,,11,2,0.15,0.22,1,P,woodssi01
Infield Shifts,,,,,,,,,,,,,,30,,,,,,,,,,,,,-9999
Non-Shift Infield Positioning,,,,,,,,,,,,,,1,,,,,,,,,,,,,-9999
Outfield Positioning,,,,,,,,,,,,,,-4,,,,,,,,,,,,,-9999
Team Totals,28.9,162,1458,1015,12963,5621,4321,1230,70,75,0.988,-57,-5,-20,,,3.85,2.46,4,47,112,22,0.16,0.22,9,,-9999
Rank in 15 AL teams,,,,,,,,,1,,1,,,,,,,,,,,,,,,,-9999
