Rk,Gtm,Date,,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,number,Umpire,Pitchers-Used-Rest-GameScore-Dec
35,35,May 5,@,MIN,W9-2,9.0,9,2,2,0,3,8,1,0,2.61,39,151,98,2,0,0,0,36,2,0,0,0,0,1,1,6,Angel Hernandez,C.Criswell (4-53) B.Bernardino (0-W) Z.Kelly (2-H) C.Booser (0-H) J.Winckowski (2) K.Jansen (6)
36,36,May 7,@,ATL,L2-4,8.0,7,4,4,0,4,7,1,1,2.65,34,123,80,1,0,0,1,29,0,0,0,0,0,0,1,4,Jim Wolf,K.Crawford (5-58) B.Bernardino (1) G.Weissert (2) J.Slaten (2-L)
37,37,May 8,@,ATL,L0-5,8.0,9,5,5,0,2,3,3,0,2.72,34,119,76,0,0,0,0,32,1,0,0,0,0,0,1,5,Alan Porter,N.Pivetta (34-28-L) J.Winckowski (2) C.Booser (2) C.Martin (6) C.Anderson (3)
38,38,May 10,,WSN,L1-5,9.0,8,5,5,0,2,8,0,1,2.78,37,125,86,0,0,4,0,34,2,0,0,0,0,0,0,3,Chris Conroy,T.Houck (6-56-L) B.Bernardino (2) K.Jansen (4)
39,39,May 11,,WSN,W4-2,9.0,4,2,2,0,2,12,2,1,2.76,32,133,86,0,0,0,1,29,0,0,0,0,0,1,2,5,Brennan Miller,C.Criswell (5-61) B.Bernardino (0) J.Slaten (3) C.Martin (2-W) K.Jansen (0-Sv)
40,40,May 12,,WSN,W3-2,9.0,5,2,2,0,4,3,1,1,2.75,33,121,69,0,0,2,2,28,0,0,0,0,0,1,0,5,Brian O'Nora,B.Bello (22-50-W) C.Booser (3-H) Z.Kelly (6-H) C.Martin (0-H) K.Jansen (0-Sv)
41,41,May 13,,TBR,L3-5,9.0,10,5,5,0,2,9,0,0,2.80,38,152,107,0,0,2,1,35,4,1,0,0,1,0,0,3,Tony Randazzo,K.Crawford (5-47-L) G.Weissert (5) C.Anderson (4)
42,42,May 14,,TBR,W5-4,12.0,8,4,3,1,2,15,2,0,2.78,45,165,117,0,0,0,2,43,1,0,1,0,0,1,0,6,Tom Hanahan,N.Pivetta (5-61) J.Slaten (2-BSv) C.Martin (1) K.Jansen (1) Z.Kelly (1) B.Bernardino (2-W)
43,43,May 15,,TBR,L3-4,9.0,7,4,1,3,3,12,0,1,2.74,38,157,108,2,2,0,1,34,0,0,0,0,0,1,1,4,Phil Cuzzi,T.Houck (4-55-L) G.Weissert (1-BSv) C.Booser (2) C.Anderson (1)
44,44,May 16,,TBR,L5-7,9.0,8,7,5,2,7,11,1,1,2.79,43,196,119,1,0,0,1,34,1,0,0,0,1,1,0,6,Alex Tosi,C.Criswell (4-38) B.Bernardino (1) Z.Kelly (1) J.Slaten (1) C.Martin (1) K.Jansen (1-L)
45,45,May 17,@,STL,L6-10,8.0,14,10,10,0,3,6,4,0,2.96,41,187,115,1,0,0,0,38,2,0,0,0,0,1,1,3,Clint Vondrak,B.Bello (4-34-L) C.Booser (1) C.Anderson (1)
46,46,May 18,@,STL,L2-7,8.0,14,7,6,1,3,7,1,0,3.03,39,164,111,6,2,0,1,35,0,0,0,0,1,0,0,4,Mark Wegner,K.Crawford (4-56) B.Bernardino (1) J.Slaten (1-L) Z.Kelly (1)
47,47,May 19,@,STL,W11-3,9.0,6,3,3,0,0,15,1,0,3.03,33,131,94,0,0,0,0,33,1,0,0,0,0,0,0,4,Bruce Dreckman,N.Pivetta (4-74-W) G.Weissert (3) C.Booser (1) C.Martin (2)
48,48,May 20,@,TBR,W5-0,9.0,3,0,0,0,1,8,0,0,2.97,28,116,84,0,0,0,0,27,0,0,0,0,0,0,2,2,Edwin Moscoso,T.Houck (4-77-W) J.Slaten (1)
49,49,May 21,@,TBR,W5-2,9.0,7,2,2,0,1,10,0,0,2.95,34,124,88,1,0,0,0,33,2,0,0,0,0,0,1,5,Vic Carapazza,C.Criswell (4-53) C.Booser (1) G.Weissert (1-W) C.Martin (1-H) K.Jansen (4-Sv)
50,50,May 22,@,TBR,W8-5,9.0,8,5,5,0,6,8,1,0,2.99,40,154,94,2,1,1,0,34,1,0,0,0,0,0,1,4,Adam Hamari,B.Bello (4-54-W) C.Booser (0) G.Weissert (0) Z.Kelly (3)
51,51,May 24,,MIL,L2-7,9.0,11,7,7,0,5,6,1,0,3.07,43,167,105,1,0,2,0,36,4,0,1,0,2,1,1,3,Brian Knight,K.Crawford (5-27-L) B.Bernardino (5) C.Anderson (6)
52,52,May 25,,MIL,L3-6,9.0,11,6,6,0,4,8,1,0,3.13,41,155,99,1,0,2,0,37,4,0,0,0,0,0,1,4,Chris Guccione,N.Pivetta (5-26-L) C.Booser (2) Z.Kelly (2) G.Weissert (2)
53,53,May 26,,MIL,W2-1,9.0,8,1,1,0,1,12,0,0,3.09,36,121,85,0,0,1,0,34,1,0,0,1,0,0,0,4,Gabe Morales,T.Houck (5-60) C.Martin (4) J.Slaten (5-W) K.Jansen (4-Sv)
54,54,May 27,@,BAL,L3-11,8.0,14,11,11,0,2,4,0,0,3.24,40,134,87,0,0,0,0,36,6,1,0,0,2,0,0,2,Andy Fletcher,C.Criswell (5-21-L) B.Keller (8)
55,55,May 28,@,BAL,W8-3,9.0,8,3,3,0,3,13,0,2,3.24,40,157,108,2,0,0,0,35,1,0,0,0,0,0,0,4,Mike Muchlinski,B.Bello (5-50-W) B.Bernardino (3-H) J.Slaten (1-H) G.Weissert (2)
56,56,May 29,@,BAL,L1-6,8.0,6,6,6,0,2,7,2,2,3.29,33,124,81,0,0,0,1,29,0,0,0,0,0,0,0,2,Scott Barry,K.Crawford (4-47-L) C.Anderson (4)
57,57,May 30,,DET,L0-5,9.0,8,5,5,0,2,14,3,0,3.32,37,144,102,2,0,0,0,35,1,1,1,0,0,1,1,5,Nestor Ceja,N.Pivetta (4-61-L) G.Weissert (1) C.Booser (4) C.Martin (3) C.Anderson (0)
58,58,May 31,,DET,W7-3,9.0,7,3,3,0,2,8,1,0,3.32,38,133,93,0,0,1,0,36,2,0,0,0,0,1,0,3,Cory Blaser,T.Houck (4-71-W) G.Weissert (0) J.Slaten (2)
59,59,Jun 1,,DET,W6-3,9.0,7,3,3,0,1,9,1,0,3.31,33,139,91,1,0,0,0,32,3,0,0,0,0,0,1,3,Todd Tichenor,C.Criswell (4-59-W) B.Bernardino (3-H) B.Keller (4)
60,60,Jun 2,,DET,L4-8,10.0,14,8,7,1,3,8,0,0,3.37,46,157,104,2,2,2,0,42,4,0,0,0,1,0,1,5,Emil Jimenez,B.Bello (4-43) J.Slaten (1-BSv) G.Weissert (1) K.Jansen (6) C.Booser (2-L)
61,61,Jun 4,,ATL,L3-8,9.0,8,8,6,2,2,6,2,1,3.41,37,134,90,0,0,0,1,34,2,0,0,0,0,2,2,2,Ramon De Jesus,K.Crawford (5-45-L) C.Anderson (4)
62,62,Jun 5,,ATL,W9-0,9.0,1,0,0,0,2,11,0,0,3.35,30,116,79,0,0,0,0,28,0,0,0,0,0,1,1,3,David Rackley,N.Pivetta (5-82-W) Z.Kelly (10) B.Keller (3)
63,63,Jun 6,@,CHW,W14-2,9.0,4,2,2,0,1,12,1,1,3.33,33,124,89,0,0,0,0,31,1,0,0,0,0,0,0,2,Jim Wolf,T.Houck (5-72-W) C.Booser (3)
64,64,Jun 7,@,CHW,L2-7,8.0,8,7,6,1,2,5,3,1,3.38,34,144,89,1,0,0,0,31,1,0,0,0,0,0,0,3,Sean Barber,C.Criswell (5-40-L) G.Weissert (4) B.Keller (1)
65,65,Jun 8,@,CHW,L1-6,8.0,10,6,6,0,4,3,2,0,3.43,37,141,87,3,0,1,0,33,1,0,0,0,0,0,1,3,Alan Porter,B.Bello (5-25-L) Z.Kelly (2) C.Anderson (3)
